Class,First,Second,3,4,5,6,7,8,9,10,11,12,13,14,15,16
I,3.256247508,-6.518370864,-1.552792677,-0.141175667,-1.827669219,-2.254692998,0.975530302,0.191687433,0.228931756,0.77310221,0.18057953,0.187587896,-0.081769474,-0.765206281,0.035802706,0.093414525
I,-0.136625815,-1.447165954,0.166419169,1.134889483,-1.820482225,1.979919796,1.504828906,0.671356134,2.211723572,-1.666091855,-1.170119705,1.044027215,-0.428981596,0.849942951,0.426743976,-0.557674805
Z,2.211763385,3.492527257,2.657020358,1.712284785,-0.42652444,0.480060659,-1.13853903,-1.095014945,-0.421053069,0.338939918,0.462618575,-0.354965544,0.313272812,1.408117038,0.254337312,0.326043881
Z,3.91322518,-1.015848077,3.095329513,-2.137088489,-0.317159322,-0.721323344,0.257424619,-0.416889596,-0.034666164,0.725559448,0.217971688,-0.613840494,0.220533662,0.756177939,0.038852491,0.341557134
I,1.544767569,-3.949632744,-0.640937348,4.128094873,-1.746271308,2.333216827,-0.894330357,-0.085843545,0.616742587,1.229296203,-0.381191254,0.830669716,0.169655823,-0.026516084,-0.11418287,0.350904143
I,8.962534777,0.727876479,-3.803142227,1.957776241,-0.036356544,-0.173924836,0.203189735,0.62406979,-1.059710338,-0.730643399,0.667688948,0.230708803,-0.050596109,0.194816901,0.246438314,-0.009944948
B,2.852036339,5.026782796,-0.562668668,-2.380258255,-0.168909184,0.120393928,1.382233294,0.658199031,-0.464714918,0.097383822,-0.382357804,0.614984279,-0.2663432,-0.543399875,-0.448732015,-0.052510601
B,3.431130597,-0.569742094,-0.637019681,-3.902346045,0.80341059,0.440322899,0.711028921,0.547837992,1.226200666,0.488573438,0.633909681,-0.242725831,-0.019188859,0.05277337,0.09745538,-0.176223907
B,5.498639158,4.290988958,-1.003833377,-0.985699335,0.773742456,-0.189884781,0.775191301,-0.67929474,0.944229107,0.325652398,-1.239533405,0.048690076,-0.19246598,-0.577769921,-0.537857081,-0.307802873
I,-2.967793016,3.2526184,0.207112832,-0.500797514,-1.899800846,-0.10861345,-0.685180977,0.987226897,-0.913959655,-0.851229167,0.576211022,0.065248571,0.580043234,0.468062027,0.719105764,-0.043674658
B,-4.585769673,-0.175373862,-2.254026554,-1.428535852,2.509692387,-0.649637029,-2.64882758,-1.716001229,-0.187648181,1.150719934,0.104355894,1.540114321,-0.94741777,0.098885367,0.400581281,0.512505661
Z,2.912160507,4.161197314,2.588486685,0.482595015,0.193711011,1.242971741,-0.58198906,-0.745569337,1.043257819,-0.348507006,0.439766841,0.098158104,-0.60447879,0.334720252,0.301084216,-0.24635298
Z,-1.91573501,-1.070915572,-2.265878233,-2.578033728,3.897597829,3.03367229,-0.97011909,3.945919858,-1.242866265,-0.735654449,0.975597139,-0.059740046,0.557639038,-0.137717163,0.364954949,0.769483584
Z,-2.963916562,-2.79936316,2.449413987,-1.865305508,0.003253586,0.750755875,0.433482572,0.21257499,-0.503791516,-0.819499262,-0.348453985,0.068612614,1.081632942,-0.645526091,-0.148178323,-0.106669183
Z,-3.419332192,-1.803080229,7.937009339,2.832651275,0.753745673,0.961574731,0.525144294,-0.532543643,0.151914449,-0.899562967,0.090959895,0.305051397,-0.513409592,0.433645206,-0.125291303,-0.05445481
B,-2.970037931,3.692257011,-2.73657745,-1.154754102,-2.333112598,-0.198934974,-1.25294467,-1.129080349,-1.160867956,0.634438063,1.845045662,-0.776053356,-0.600426304,0.121080221,-0.15821409,0.876768825
