Class,First,Second,3,4,5,6,7,8,9,10,11,12,13,14,15,16
I,-2.8355109,-4.285342951,-4.291988288,0.616783755,5.354728314,-1.473903002,-2.521220622,0.444267812,0.165667812,-0.20101734,-0.094703619,-1.730996263,0.181546887,0.565478051,-0.662981117,-0.455062632
B,1.150911138,5.536601023,0.541467351,-2.329093421,1.042394319,0.341619289,1.685916445,1.41445789,-0.720625994,-0.187542499,-0.353759922,0.905923658,-0.440401424,0.189634266,0.186577643,-0.543209852
B,-7.582559168,3.673073375,-3.066600216,-2.007703643,-5.024919428,1.468949082,1.081213831,-0.668487396,-0.275864477,1.458898225,0.673743669,-1.456661542,-1.463962875,1.459546454,-0.413746549,-1.42521145
I,2.25283421,-7.540476718,-1.240338467,0.520842613,-0.097639202,-0.508964561,-0.398210462,0.638114917,-0.638113639,0.674597857,0.843092046,-0.66384194,0.437326624,0.017281898,0.427641809,-0.476602934
I,1.185831521,-7.386326548,-1.135979967,-0.080683039,-0.552563153,-0.651243203,0.888643474,0.507262894,-0.786765467,0.474197367,0.323244313,-0.107777302,0.165878058,-0.440196517,-0.229142032,-0.019807846
Z,0.232835527,-2.088518128,2.840196635,-0.890257386,-1.437571985,-1.11797992,0.327816636,-0.284401088,0.869711417,0.308877087,-0.037619091,-0.159298637,-0.141872865,-0.383237542,0.529120404,-0.220434381
B,2.406639974,4.497757233,-1.965516515,-1.857070713,0.67796832,0.065783631,0.483401732,-0.530024527,-0.506209974,1.0758877,1.478012749,2.039085032,-1.485210759,0.487785314,-0.067012834,0.391522924
B,-5.164420422,-1.063934067,-1.140783975,-2.138980762,-1.180921908,0.239522975,1.396831889,0.207464575,0.516401078,-0.347003274,0.620167022,0.617057487,1.084565556,-0.647461242,-0.442648367,-0.119381596
I,5.490533772,-5.801224328,-1.524271506,-1.861873744,1.456156686,0.322239596,-1.600268911,0.753108302,-0.531019783,-0.01266611,-0.012983614,-1.278522751,-0.37733296,-0.472119457,-0.38901686,-0.556498257
I,2.424258865,-3.517977013,-1.661258553,2.996787699,-2.046760939,2.550014761,-0.167226922,-0.367603214,0.046359488,1.032275149,-0.465187936,0.586794517,0.470446512,-0.253215855,-0.625570817,-0.023025851
Z,-8.500773208,-6.104959274,1.111607675,-0.168550341,0.385530357,0.231276549,-1.579034352,-1.923395084,-1.088954852,-1.324165826,-1.121531103,-0.028956601,-1.224632222,-1.022300051,-0.047025546,-0.315571566
B,1.35422105,5.077877199,0.705062611,-2.410495282,0.436239159,0.355848565,1.650472414,1.306461038,-0.914209836,0.394745122,-0.64540987,1.369876563,-0.413795561,-0.166316909,-0.117875136,0.118118763
B,-4.923928621,4.398227907,-0.933036827,2.426242793,1.311557433,-1.344785116,2.352150127,0.098488588,0.293525959,0.35573367,0.493600393,-0.54920427,0.72766824,-0.310632284,-0.163666572,-0.700047399
Z,-0.743015536,-1.326454157,6.462766651,2.398629744,1.05967105,-0.321786343,-0.504585912,-0.115619708,0.951636632,0.205623489,0.596808561,-0.53409694,-0.205157037,-0.138289637,-0.018314934,-0.112647951
B,-3.382674434,6.046966779,2.105749104,1.884799584,2.277173831,-2.231559495,1.609383663,1.858045914,-1.03741563,-1.003015964,1.336884398,1.132114773,0.916648513,1.569327003,-0.086524153,-0.170134193
I,7.293285503,0.411576755,0.384038452,0.138079829,-1.236434082,1.434633319,-0.689837913,1.288573409,-0.941749746,0.244286537,-0.337479086,1.659378402,-0.205769298,0.324070133,-0.716221532,-0.150350163
B,-3.578623075,3.616449696,-3.621962917,-2.826407038,-2.333374707,2.375276498,-0.968093136,-1.855374007,-0.594177684,-0.460940831,1.636754575,-0.042851752,-1.355372811,-0.155796077,0.107220069,-0.118879808
Z,8.771204631,2.486727207,4.836519322,-1.289317658,0.056523653,0.791962826,-1.29402908,0.242137432,0.36699642,0.605639899,-0.181354225,0.607452894,-0.193758035,0.02148869,-0.525297999,-0.162567421
B,-3.299912705,1.548254481,-0.729150534,-2.318418652,0.975016261,0.708365739,1.867753656,-0.378316687,-1.431552464,0.393995633,-0.511388689,-0.848699472,-0.80955398,0.081297774,-0.027765832,-0.16714965
B,-1.993073427,5.466940029,1.136875985,2.199881195,2.565467304,-2.010408537,0.481287721,-0.571712234,-0.053912054,0.444814028,-0.490421202,-0.141807427,-0.202823838,-0.422679897,-0.040033241,0.200479822
Z,-5.269345809,-4.158726092,2.905543803,-1.104670981,2.12414274,0.776675654,0.365281452,-0.088239636,-1.382814399,-1.172890526,-0.314159218,-0.431244827,1.114987366,-0.564166034,-0.257575303,0.430197431
Z,6.026512443,-0.91938962,3.379132406,-2.524241871,-1.274651772,-0.929034648,-0.271364217,-0.580506139,1.271854624,0.751691758,0.336957872,0.032268598,-0.339876847,-0.286660479,0.570589652,-0.110490051
Z,2.240902239,-0.154015703,6.885449505,1.662174666,0.714787115,0.499822587,-1.127944792,-0.506658932,1.403093507,0.670239226,0.22650007,-0.265205307,-0.190975934,-0.105679673,0.012172781,0.071242191
B,-5.324024831,0.386083007,-0.507836616,-1.100294266,-1.064087326,-1.916361897,1.776678648,-0.163623434,0.433965543,-0.078883181,0.302353797,0.241780492,0.700212749,0.142999078,0.122465903,0.071862605
I,3.130265599,-3.75660808,0.297998484,4.594463091,-1.49022168,2.299875184,-1.271176507,0.180612913,0.927487051,1.439556842,0.499341682,0.977000952,-0.102155307,0.140382545,0.035806808,0.442536211
Z,-7.742627919,-3.728726146,2.01545118,-0.206410189,-1.266985327,-1.047763768,-2.14096844,-2.911110273,0.507211633,-0.776770259,-0.377158114,1.84030534,0.221936777,-2.384964735,-0.293408413,0.314126637
B,-0.274844685,2.220040673,-1.597014027,0.791908038,-0.331709944,1.860097065,1.846681867,-0.41134129,0.128413941,1.244676226,-0.198907341,0.74329475,0.005908974,-0.467682494,-0.425062522,-0.021040472
Z,-3.932917953,-2.850254694,2.677949339,-1.525641826,0.834904029,-0.049006648,-2.475803989,0.077771836,-0.178146457,0.392520121,1.254853715,0.104276889,0.651993262,-1.648509421,0.618546576,0.283366325
B,3.144907859,4.702471235,0.218716125,-2.172139733,0.399974327,0.501252898,0.987558457,0.684786571,0.046401929,-0.343618684,-0.23832536,0.701009741,-0.617023256,0.127024012,0.172457166,-0.348864422
B,-3.363754194,4.479731849,0.631741859,3.449714344,2.576405023,-2.056170961,0.280310678,-0.718799116,0.33310599,0.656517817,-0.440258551,-0.289093616,-0.183411101,-0.45334823,0.141354353,0.310665438
I,3.317882874,-6.373691147,-0.419958428,-1.473850309,-0.755992324,-0.978879047,0.475631918,-0.025288733,-0.625264225,-0.474961537,-0.260577743,-0.171641513,-0.107067377,-0.359011314,-0.220098923,0.119196118
Z,5.529035437,5.128100673,3.886054219,-0.303456908,0.309758124,0.693763369,-1.120117952,-0.317246927,-1.132574447,-0.677568441,-0.324398194,0.161760847,0.118930954,0.381319269,0.352579356,0.164376787
B,-3.156075069,3.920577147,-1.227433891,3.145940966,0.973782512,-0.400829128,0.902213596,-0.918424711,-0.580158895,-0.043553712,-0.270482066,-0.645296426,-0.435499857,-1.268204275,-0.901488121,0.055094278
I,7.398363992,-0.095802819,-4.132183756,2.973337894,-0.087922694,-0.409821664,0.003330425,1.475059855,-1.408076479,-0.901258396,0.778346772,0.942961283,-0.379052289,0.532052906,0.116430537,-0.075697129
B,6.514637167,0.620582714,-1.689145935,-2.519768907,1.365752173,-0.399441246,-0.233367021,-0.185361588,0.634953711,0.504785795,0.620082213,-0.096590215,0.000532227,0.204482717,0.104053038,0.283011212
I,-0.892356845,3.705258323,-1.232678022,-1.302043124,-1.472935513,-0.169410528,-1.518522723,1.326111637,-0.528449021,0.342217487,0.093352035,0.741782103,1.255367378,-0.326636066,1.368381278,0.023613549
